"Time (CET/CEST),""BZN|PL > BZN|DE-AT-LU Day Ahead [MW]"",""BZN|PL > BZN|DE-AT-LU Total [MW]"",""BZN|DE-AT-LU > BZN|PL Day Ahead [MW]"",""BZN|DE-AT-LU > BZN|PL Total [MW]"""
"06.07.2018 22:00 - 06.07.2018 23:00,""100"",""100"",""200"",""200"""
"06.07.2018 23:00 - 07.07.2018 00:00,""0"",""0"",""200"",""200"""
"07.07.2018 00:00 - 07.07.2018 01:00,""0"",""0"",""320"",""320"""
"07.07.2018 01:00 - 07.07.2018 02:00,""100"",""100"",""201"",""201"""
"07.07.2018 02:00 - 07.07.2018 03:00,""0"",""0"",""209"",""209"""
"07.07.2018 03:00 - 07.07.2018 04:00,""0"",""0"",""153"",""153"""
"07.07.2018 04:00 - 07.07.2018 05:00,""0"",""0"",""40"",""40"""
"07.07.2018 05:00 - 07.07.2018 06:00,""0"",""0"",""117"",""117"""
"07.07.2018 06:00 - 07.07.2018 07:00,""0"",""0"",""198"",""198"""
"07.07.2018 07:00 - 07.07.2018 08:00,""100"",""100"",""405"",""405"""
"07.07.2018 08:00 - 07.07.2018 09:00,""0"",""0"",""460"",""460"""
"07.07.2018 09:00 - 07.07.2018 10:00,""0"",""0"",""480"",""480"""
"07.07.2018 10:00 - 07.07.2018 11:00,""0"",""0"",""490"",""490"""
"07.07.2018 11:00 - 07.07.2018 12:00,""0"",""0"",""480"",""480"""
"07.07.2018 12:00 - 07.07.2018 13:00,""0"",""0"",""450"",""450"""
"07.07.2018 13:00 - 07.07.2018 14:00,""0"",""0"",""415"",""415"""
"07.07.2018 14:00 - 07.07.2018 15:00,""0"",""0"",""410"",""410"""
"07.07.2018 15:00 - 07.07.2018 16:00,""0"",""0"",""380"",""380"""
"07.07.2018 16:00 - 07.07.2018 17:00,""0"",""0"",""360"",""360"""
"07.07.2018 17:00 - 07.07.2018 18:00,""0"",""0"",""420"",""420"""
"07.07.2018 18:00 - 07.07.2018 19:00,""0"",""0"",""420"",""420"""
"07.07.2018 19:00 - 07.07.2018 20:00,""0"",""0"",""370"",""370"""
"07.07.2018 20:00 - 07.07.2018 21:00,""0"",""0"",""310"",""310"""
"07.07.2018 21:00 - 07.07.2018 22:00,""0"",""0"",""310"",""310"""
"07.07.2018 22:00 - 07.07.2018 23:00,""0"",""0"",""310"",""310"""
"07.07.2018 23:00 - 08.07.2018 00:00,""0"",""0"",""204"",""204"""
"08.07.2018 00:00 - 08.07.2018 01:00,""225"",""225"",""375"",""375"""
"08.07.2018 01:00 - 08.07.2018 02:00,""0"",""0"",""410"",""410"""
"08.07.2018 02:00 - 08.07.2018 03:00,""0"",""0"",""380"",""380"""
"08.07.2018 03:00 - 08.07.2018 04:00,""0"",""0"",""325"",""325"""
"08.07.2018 04:00 - 08.07.2018 05:00,""0"",""0"",""153"",""153"""
"08.07.2018 05:00 - 08.07.2018 06:00,""0"",""0"",""150"",""150"""
"08.07.2018 06:00 - 08.07.2018 07:00,""0"",""0"",""424"",""424"""
"08.07.2018 07:00 - 08.07.2018 08:00,""0"",""0"",""425"",""425"""
"08.07.2018 08:00 - 08.07.2018 09:00,""0"",""0"",""425"",""525"""
"08.07.2018 09:00 - 08.07.2018 10:00,""0"",""0"",""455"",""555"""
"08.07.2018 10:00 - 08.07.2018 11:00,""0"",""0"",""410"",""510"""
"08.07.2018 11:00 - 08.07.2018 12:00,""0"",""0"",""350"",""450"""
"08.07.2018 12:00 - 08.07.2018 13:00,""0"",""50"",""350"",""450"""
"08.07.2018 13:00 - 08.07.2018 14:00,""0"",""0"",""350"",""450"""
"08.07.2018 14:00 - 08.07.2018 15:00,""0"",""100"",""300"",""400"""
"08.07.2018 15:00 - 08.07.2018 16:00,""0"",""100"",""300"",""400"""
"08.07.2018 16:00 - 08.07.2018 17:00,""0"",""0"",""300"",""500"""
"08.07.2018 17:00 - 08.07.2018 18:00,""0"",""0"",""474"",""674"""
"08.07.2018 18:00 - 08.07.2018 19:00,""0"",""0"",""450"",""650"""
"08.07.2018 19:00 - 08.07.2018 20:00,""225"",""225"",""100"",""300"""
"08.07.2018 20:00 - 08.07.2018 21:00,""280"",""280"",""0"",""100"""
"08.07.2018 21:00 - 08.07.2018 22:00,""300"",""300"",""0"",""100"""
"08.07.2018 22:00 - 08.07.2018 23:00,""350"",""350"",""0"",""100"""
"08.07.2018 23:00 - 09.07.2018 00:00,""390"",""565"",""106"",""306"""
"09.07.2018 00:00 - 09.07.2018 01:00,""350"",""447"",""175"",""175"""
"09.07.2018 01:00 - 09.07.2018 02:00,""300"",""442"",""75"",""75"""
"09.07.2018 02:00 - 09.07.2018 03:00,""300"",""300"",""65"",""65"""
"09.07.2018 03:00 - 09.07.2018 04:00,""300"",""300"",""94"",""94"""
"09.07.2018 04:00 - 09.07.2018 05:00,""300"",""300"",""38"",""38"""
"09.07.2018 05:00 - 09.07.2018 06:00,""475"",""505"",""110"",""110"""
"09.07.2018 06:00 - 09.07.2018 07:00,""365"",""400"",""0"",""0"""
"09.07.2018 07:00 - 09.07.2018 08:00,""0"",""0"",""0"",""0"""
"09.07.2018 08:00 - 09.07.2018 09:00,""0"",""0"",""410"",""410"""
"09.07.2018 09:00 - 09.07.2018 10:00,""0"",""0"",""500"",""500"""
"09.07.2018 10:00 - 09.07.2018 11:00,""0"",""0"",""500"",""500"""
"09.07.2018 11:00 - 09.07.2018 12:00,""0"",""0"",""460"",""460"""
"09.07.2018 12:00 - 09.07.2018 13:00,""0"",""0"",""400"",""400"""
"09.07.2018 13:00 - 09.07.2018 14:00,""0"",""0"",""360"",""360"""
"09.07.2018 14:00 - 09.07.2018 15:00,""0"",""0"",""400"",""400"""
"09.07.2018 15:00 - 09.07.2018 16:00,""0"",""0"",""391"",""391"""
"09.07.2018 16:00 - 09.07.2018 17:00,""0"",""0"",""410"",""410"""
"09.07.2018 17:00 - 09.07.2018 18:00,""0"",""0"",""414"",""414"""
"09.07.2018 18:00 - 09.07.2018 19:00,""0"",""0"",""420"",""420"""
"09.07.2018 19:00 - 09.07.2018 20:00,""0"",""0"",""390"",""390"""
"09.07.2018 20:00 - 09.07.2018 21:00,""0"",""0"",""360"",""360"""
"09.07.2018 21:00 - 09.07.2018 22:00,""0"",""0"",""350"",""350"""
"09.07.2018 22:00 - 09.07.2018 23:00,""190"",""190"",""140"",""140"""
"09.07.2018 23:00 - 10.07.2018 00:00,""295"",""295"",""90"",""90"""
"10.07.2018 00:00 - 10.07.2018 01:00,""100"",""200"",""70"",""195"""
"10.07.2018 01:00 - 10.07.2018 02:00,""0"",""95"",""70"",""145"""
"10.07.2018 02:00 - 10.07.2018 03:00,""41"",""186"",""104"",""229"""
"10.07.2018 03:00 - 10.07.2018 04:00,""40"",""40"",""146"",""221"""
"10.07.2018 04:00 - 10.07.2018 05:00,""56"",""56"",""84"",""212"""
"10.07.2018 05:00 - 10.07.2018 06:00,""85"",""85"",""125"",""172"""
"10.07.2018 06:00 - 10.07.2018 07:00,""180"",""180"",""150"",""190"""
"10.07.2018 07:00 - 10.07.2018 08:00,""0"",""0"",""125"",""125"""
"10.07.2018 08:00 - 10.07.2018 09:00,""0"",""0"",""400"",""500"""
"10.07.2018 09:00 - 10.07.2018 10:00,""0"",""0"",""455"",""655"""
"10.07.2018 10:00 - 10.07.2018 11:00,""0"",""0"",""480"",""680"""
"10.07.2018 11:00 - 10.07.2018 12:00,""0"",""0"",""480"",""680"""
"10.07.2018 12:00 - 10.07.2018 13:00,""0"",""0"",""480"",""480"""
"10.07.2018 13:00 - 10.07.2018 14:00,""0"",""0"",""480"",""480"""
"10.07.2018 14:00 - 10.07.2018 15:00,""0"",""0"",""460"",""460"""
"10.07.2018 15:00 - 10.07.2018 16:00,""0"",""0"",""460"",""460"""
"10.07.2018 16:00 - 10.07.2018 17:00,""0"",""0"",""380"",""380"""
"10.07.2018 17:00 - 10.07.2018 18:00,""0"",""0"",""311"",""311"""
"10.07.2018 18:00 - 10.07.2018 19:00,""0"",""0"",""250"",""250"""
"10.07.2018 19:00 - 10.07.2018 20:00,""0"",""0"",""213"",""213"""
"10.07.2018 20:00 - 10.07.2018 21:00,""0"",""45"",""205"",""205"""
"10.07.2018 21:00 - 10.07.2018 22:00,""0"",""60"",""25"",""25"""
"10.07.2018 22:00 - 10.07.2018 23:00,""242"",""272"",""20"",""20"""
"10.07.2018 23:00 - 11.07.2018 00:00,""445"",""465"",""25"",""25"""
"11.07.2018 00:00 - 11.07.2018 01:00,""175"",""235"",""120"",""120"""
"11.07.2018 01:00 - 11.07.2018 02:00,""219"",""224"",""92"",""92"""
"11.07.2018 02:00 - 11.07.2018 03:00,""345"",""345"",""80"",""80"""
"11.07.2018 03:00 - 11.07.2018 04:00,""370"",""370"",""80"",""80"""
"11.07.2018 04:00 - 11.07.2018 05:00,""375"",""375"",""0"",""0"""
"11.07.2018 05:00 - 11.07.2018 06:00,""375"",""375"",""43"",""43"""
"11.07.2018 06:00 - 11.07.2018 07:00,""390"",""441"",""150"",""150"""
"11.07.2018 07:00 - 11.07.2018 08:00,""0"",""0"",""116"",""116"""
"11.07.2018 08:00 - 11.07.2018 09:00,""0"",""0"",""430"",""430"""
"11.07.2018 09:00 - 11.07.2018 10:00,""0"",""0"",""470"",""570"""
"11.07.2018 10:00 - 11.07.2018 11:00,""0"",""0"",""470"",""570"""
"11.07.2018 11:00 - 11.07.2018 12:00,""0"",""0"",""470"",""470"""
"11.07.2018 12:00 - 11.07.2018 13:00,""0"",""0"",""470"",""470"""
"11.07.2018 13:00 - 11.07.2018 14:00,""0"",""0"",""470"",""470"""
"11.07.2018 14:00 - 11.07.2018 15:00,""0"",""0"",""470"",""470"""
"11.07.2018 15:00 - 11.07.2018 16:00,""0"",""0"",""500"",""500"""
"11.07.2018 16:00 - 11.07.2018 17:00,""0"",""0"",""415"",""415"""
"11.07.2018 17:00 - 11.07.2018 18:00,""0"",""0"",""231"",""231"""
"11.07.2018 18:00 - 11.07.2018 19:00,""0"",""0"",""100"",""100"""
"11.07.2018 19:00 - 11.07.2018 20:00,""0"",""0"",""100"",""100"""
"11.07.2018 20:00 - 11.07.2018 21:00,""0"",""50"",""50"",""50"""
"11.07.2018 21:00 - 11.07.2018 22:00,""0"",""50"",""26"",""26"""
"11.07.2018 22:00 - 11.07.2018 23:00,""144"",""344"",""60"",""110"""
"11.07.2018 23:00 - 12.07.2018 00:00,""555"",""555"",""50"",""50"""
"12.07.2018 00:00 - 12.07.2018 01:00,""465"",""475"",""0"",""0"""
"12.07.2018 01:00 - 12.07.2018 02:00,""310"",""378"",""0"",""0"""
"12.07.2018 02:00 - 12.07.2018 03:00,""218"",""228"",""14"",""14"""
"12.07.2018 03:00 - 12.07.2018 04:00,""240"",""264"",""0"",""0"""
"12.07.2018 04:00 - 12.07.2018 05:00,""369"",""419"",""0"",""0"""
"12.07.2018 05:00 - 12.07.2018 06:00,""395"",""445"",""0"",""0"""
"12.07.2018 06:00 - 12.07.2018 07:00,""335"",""355"",""0"",""0"""
"12.07.2018 07:00 - 12.07.2018 08:00,""0"",""0"",""0"",""0"""
"12.07.2018 08:00 - 12.07.2018 09:00,""0"",""0"",""0"",""0"""
"12.07.2018 09:00 - 12.07.2018 10:00,""0"",""0"",""0"",""0"""
"12.07.2018 10:00 - 12.07.2018 11:00,""0"",""0"",""470"",""470"""
"12.07.2018 11:00 - 12.07.2018 12:00,""0"",""0"",""500"",""500"""
"12.07.2018 12:00 - 12.07.2018 13:00,""0"",""0"",""490"",""490"""
"12.07.2018 13:00 - 12.07.2018 14:00,""0"",""0"",""490"",""490"""
"12.07.2018 14:00 - 12.07.2018 15:00,""0"",""0"",""470"",""470"""
"12.07.2018 15:00 - 12.07.2018 16:00,""0"",""0"",""470"",""470"""
"12.07.2018 16:00 - 12.07.2018 17:00,""0"",""0"",""480"",""480"""
"12.07.2018 17:00 - 12.07.2018 18:00,""0"",""0"",""360"",""360"""
"12.07.2018 18:00 - 12.07.2018 19:00,""0"",""0"",""0"",""0"""
"12.07.2018 19:00 - 12.07.2018 20:00,""0"",""0"",""0"",""0"""
"12.07.2018 20:00 - 12.07.2018 21:00,""0"",""0"",""0"",""0"""
"12.07.2018 21:00 - 12.07.2018 22:00,""0"",""0"",""0"",""0"""
"12.07.2018 22:00 - 12.07.2018 23:00,""224"",""274"",""0"",""0"""
"12.07.2018 23:00 - 13.07.2018 00:00,""551"",""551"",""0"",""0"""
"13.07.2018 00:00 - 13.07.2018 01:00,""552"",""552"",""0"",""0"""
"13.07.2018 01:00 - 13.07.2018 02:00,""595"",""595"",""0"",""0"""
"13.07.2018 02:00 - 13.07.2018 03:00,""575"",""575"",""0"",""0"""
"13.07.2018 03:00 - 13.07.2018 04:00,""622"",""622"",""0"",""0"""
"13.07.2018 04:00 - 13.07.2018 05:00,""730"",""730"",""0"",""0"""
"13.07.2018 05:00 - 13.07.2018 06:00,""625"",""625"",""0"",""0"""
"13.07.2018 06:00 - 13.07.2018 07:00,""330"",""330"",""0"",""0"""
"13.07.2018 07:00 - 13.07.2018 08:00,""5"",""5"",""0"",""0"""
"13.07.2018 08:00 - 13.07.2018 09:00,""0"",""0"",""295"",""295"""
"13.07.2018 09:00 - 13.07.2018 10:00,""0"",""0"",""465"",""465"""
"13.07.2018 10:00 - 13.07.2018 11:00,""0"",""0"",""450"",""450"""
"13.07.2018 11:00 - 13.07.2018 12:00,""0"",""0"",""471"",""471"""
"13.07.2018 12:00 - 13.07.2018 13:00,""0"",""0"",""500"",""700"""
"13.07.2018 13:00 - 13.07.2018 14:00,""0"",""0"",""500"",""700"""
"13.07.2018 14:00 - 13.07.2018 15:00,""0"",""0"",""490"",""690"""
"13.07.2018 15:00 - 13.07.2018 16:00,""0"",""0"",""480"",""680"""
"13.07.2018 16:00 - 13.07.2018 17:00,""0"",""0"",""472"",""572"""
"13.07.2018 17:00 - 13.07.2018 18:00,""0"",""0"",""60"",""160"""
"13.07.2018 18:00 - 13.07.2018 19:00,""2"",""2"",""0"",""100"""
"13.07.2018 19:00 - 13.07.2018 20:00,""7"",""17"",""0"",""10"""
"13.07.2018 20:00 - 13.07.2018 21:00,""54"",""54"",""0"",""25"""
"13.07.2018 21:00 - 13.07.2018 22:00,""103"",""103"",""0"",""0"""
"13.07.2018 22:00 - 13.07.2018 23:00,""215"",""265"",""0"",""0"""
"13.07.2018 23:00 - 14.07.2018 00:00,""565"",""615"",""0"",""0"""
"14.07.2018 00:00 - 14.07.2018 01:00,""408"",""419"",""0"",""0"""
"14.07.2018 01:00 - 14.07.2018 02:00,""505"",""505"",""0"",""0"""
"14.07.2018 02:00 - 14.07.2018 03:00,""550"",""555"",""0"",""0"""
"14.07.2018 03:00 - 14.07.2018 04:00,""507"",""527"",""0"",""0"""
"14.07.2018 04:00 - 14.07.2018 05:00,""553"",""564"",""0"",""0"""
"14.07.2018 05:00 - 14.07.2018 06:00,""560"",""591"",""0"",""0"""
"14.07.2018 06:00 - 14.07.2018 07:00,""100"",""100"",""5"",""5"""
"14.07.2018 07:00 - 14.07.2018 08:00,""35"",""35"",""30"",""30"""
"14.07.2018 08:00 - 14.07.2018 09:00,""0"",""40"",""225"",""225"""
"14.07.2018 09:00 - 14.07.2018 10:00,""0"",""50"",""385"",""385"""
"14.07.2018 10:00 - 14.07.2018 11:00,""0"",""0"",""343"",""343"""
"14.07.2018 11:00 - 14.07.2018 12:00,""0"",""0"",""390"",""390"""
"14.07.2018 12:00 - 14.07.2018 13:00,""0"",""0"",""380"",""480"""
"14.07.2018 13:00 - 14.07.2018 14:00,""0"",""0"",""345"",""445"""
"14.07.2018 14:00 - 14.07.2018 15:00,""0"",""0"",""370"",""470"""
"14.07.2018 15:00 - 14.07.2018 16:00,""0"",""0"",""360"",""460"""
"14.07.2018 16:00 - 14.07.2018 17:00,""0"",""188"",""410"",""510"""
"14.07.2018 17:00 - 14.07.2018 18:00,""0"",""100"",""280"",""280"""
"14.07.2018 18:00 - 14.07.2018 19:00,""338"",""438"",""100"",""100"""
"14.07.2018 19:00 - 14.07.2018 20:00,""490"",""570"",""0"",""0"""
"14.07.2018 20:00 - 14.07.2018 21:00,""530"",""530"",""0"",""0"""
"14.07.2018 21:00 - 14.07.2018 22:00,""530"",""530"",""0"",""0"""
"14.07.2018 22:00 - 14.07.2018 23:00,""505"",""505"",""0"",""0"""
"14.07.2018 23:00 - 15.07.2018 00:00,""550"",""550"",""0"",""0"""
"15.07.2018 00:00 - 15.07.2018 01:00,""570"",""570"",""0"",""0"""
"15.07.2018 01:00 - 15.07.2018 02:00,""565"",""565"",""0"",""0"""
"15.07.2018 02:00 - 15.07.2018 03:00,""590"",""590"",""0"",""0"""
"15.07.2018 03:00 - 15.07.2018 04:00,""475"",""475"",""0"",""0"""
"15.07.2018 04:00 - 15.07.2018 05:00,""495"",""495"",""0"",""0"""
"15.07.2018 05:00 - 15.07.2018 06:00,""495"",""561"",""0"",""0"""
"15.07.2018 06:00 - 15.07.2018 07:00,""378"",""378"",""0"",""0"""
"15.07.2018 07:00 - 15.07.2018 08:00,""455"",""455"",""0"",""500"""
"15.07.2018 08:00 - 15.07.2018 09:00,""338"",""338"",""150"",""450"""
"15.07.2018 09:00 - 15.07.2018 10:00,""170"",""170"",""410"",""510"""
"15.07.2018 10:00 - 15.07.2018 11:00,""20"",""20"",""410"",""510"""
"15.07.2018 11:00 - 15.07.2018 12:00,""20"",""20"",""420"",""520"""
"15.07.2018 12:00 - 15.07.2018 13:00,""0"",""0"",""450"",""550"""
"15.07.2018 13:00 - 15.07.2018 14:00,""0"",""0"",""450"",""550"""
"15.07.2018 14:00 - 15.07.2018 15:00,""0"",""0"",""450"",""550"""
"15.07.2018 15:00 - 15.07.2018 16:00,""0"",""0"",""355"",""455"""
"15.07.2018 16:00 - 15.07.2018 17:00,""200"",""200"",""285"",""385"""
"15.07.2018 17:00 - 15.07.2018 18:00,""165"",""165"",""100"",""400"""
"15.07.2018 18:00 - 15.07.2018 19:00,""505"",""505"",""0"",""0"""
"15.07.2018 19:00 - 15.07.2018 20:00,""495"",""495"",""0"",""0"""
"15.07.2018 20:00 - 15.07.2018 21:00,""385"",""385"",""0"",""0"""
"15.07.2018 21:00 - 15.07.2018 22:00,""315"",""315"",""0"",""0"""
"15.07.2018 22:00 - 15.07.2018 23:00,""285"",""285"",""0"",""0"""
"15.07.2018 23:00 - 16.07.2018 00:00,""535"",""635"",""0"",""0"""
"16.07.2018 00:00 - 16.07.2018 01:00,""400"",""550"",""0"",""0"""
"16.07.2018 01:00 - 16.07.2018 02:00,""475"",""475"",""0"",""0"""
"16.07.2018 02:00 - 16.07.2018 03:00,""545"",""545"",""0"",""0"""
"16.07.2018 03:00 - 16.07.2018 04:00,""422"",""422"",""0"",""0"""
"16.07.2018 04:00 - 16.07.2018 05:00,""487"",""557"",""0"",""120"""
"16.07.2018 05:00 - 16.07.2018 06:00,""547"",""572"",""0"",""25"""
"16.07.2018 06:00 - 16.07.2018 07:00,""290"",""340"",""0"",""0"""
"16.07.2018 07:00 - 16.07.2018 08:00,""0"",""0"",""0"",""0"""
"16.07.2018 08:00 - 16.07.2018 09:00,""0"",""0"",""0"",""100"""
"16.07.2018 09:00 - 16.07.2018 10:00,""0"",""0"",""375"",""375"""
"16.07.2018 10:00 - 16.07.2018 11:00,""0"",""0"",""445"",""445"""
"16.07.2018 11:00 - 16.07.2018 12:00,""0"",""0"",""442"",""442"""
"16.07.2018 12:00 - 16.07.2018 13:00,""0"",""0"",""475"",""475"""
"16.07.2018 13:00 - 16.07.2018 14:00,""0"",""0"",""465"",""465"""
"16.07.2018 14:00 - 16.07.2018 15:00,""0"",""0"",""416"",""416"""
"16.07.2018 15:00 - 16.07.2018 16:00,""0"",""0"",""437"",""437"""
"16.07.2018 16:00 - 16.07.2018 17:00,""0"",""0"",""107"",""107"""
"16.07.2018 17:00 - 16.07.2018 18:00,""0"",""0"",""0"",""0"""
"16.07.2018 18:00 - 16.07.2018 19:00,""0"",""80"",""0"",""0"""
"16.07.2018 19:00 - 16.07.2018 20:00,""0"",""80"",""0"",""0"""
"16.07.2018 20:00 - 16.07.2018 21:00,""0"",""80"",""0"",""25"""
"16.07.2018 21:00 - 16.07.2018 22:00,""0"",""80"",""0"",""40"""
"16.07.2018 22:00 - 16.07.2018 23:00,""42"",""272"",""0"",""0"""
"16.07.2018 23:00 - 17.07.2018 00:00,""442"",""442"",""0"",""0"""
"17.07.2018 00:00 - 17.07.2018 01:00,""479"",""579"",""75"",""75"""
"17.07.2018 01:00 - 17.07.2018 02:00,""440"",""590"",""75"",""75"""
"17.07.2018 02:00 - 17.07.2018 03:00,""495"",""645"",""105"",""105"""
"17.07.2018 03:00 - 17.07.2018 04:00,""415"",""615"",""149"",""149"""
"17.07.2018 04:00 - 17.07.2018 05:00,""495"",""712"",""82"",""82"""
"17.07.2018 05:00 - 17.07.2018 06:00,""440"",""540"",""30"",""30"""
"17.07.2018 06:00 - 17.07.2018 07:00,""250"",""370"",""30"",""30"""
"17.07.2018 07:00 - 17.07.2018 08:00,""0"",""0"",""20"",""20"""
"17.07.2018 08:00 - 17.07.2018 09:00,""0"",""0"",""90"",""90"""
"17.07.2018 09:00 - 17.07.2018 10:00,""0"",""0"",""385"",""385"""
"17.07.2018 10:00 - 17.07.2018 11:00,""0"",""0"",""410"",""410"""
"17.07.2018 11:00 - 17.07.2018 12:00,""0"",""0"",""408"",""408"""
"17.07.2018 12:00 - 17.07.2018 13:00,""0"",""0"",""450"",""450"""
"17.07.2018 13:00 - 17.07.2018 14:00,""0"",""0"",""445"",""445"""
"17.07.2018 14:00 - 17.07.2018 15:00,""0"",""0"",""413"",""413"""
"17.07.2018 15:00 - 17.07.2018 16:00,""0"",""0"",""403"",""403"""
"17.07.2018 16:00 - 17.07.2018 17:00,""0"",""0"",""425"",""425"""
"17.07.2018 17:00 - 17.07.2018 18:00,""0"",""0"",""155"",""155"""
"17.07.2018 18:00 - 17.07.2018 19:00,""0"",""0"",""34"",""34"""
"17.07.2018 19:00 - 17.07.2018 20:00,""0"",""0"",""25"",""25"""
"17.07.2018 20:00 - 17.07.2018 21:00,""0"",""0"",""62"",""62"""
"17.07.2018 21:00 - 17.07.2018 22:00,""0"",""151"",""75"",""75"""
"17.07.2018 22:00 - 17.07.2018 23:00,""245"",""245"",""75"",""75"""
"17.07.2018 23:00 - 18.07.2018 00:00,""535"",""535"",""75"",""75"""
"18.07.2018 00:00 - 18.07.2018 01:00,""245"",""305"",""70"",""70"""
"18.07.2018 01:00 - 18.07.2018 02:00,""200"",""250"",""100"",""100"""
"18.07.2018 02:00 - 18.07.2018 03:00,""200"",""250"",""90"",""90"""
"18.07.2018 03:00 - 18.07.2018 04:00,""200"",""250"",""90"",""90"""
"18.07.2018 04:00 - 18.07.2018 05:00,""200"",""317"",""10"",""10"""
"18.07.2018 05:00 - 18.07.2018 06:00,""200"",""314"",""110"",""110"""
"18.07.2018 06:00 - 18.07.2018 07:00,""95"",""115"",""118"",""118"""
"18.07.2018 07:00 - 18.07.2018 08:00,""156"",""223"",""0"",""0"""
"18.07.2018 08:00 - 18.07.2018 09:00,""18"",""118"",""260"",""260"""
"18.07.2018 09:00 - 18.07.2018 10:00,""0"",""0"",""470"",""470"""
"18.07.2018 10:00 - 18.07.2018 11:00,""0"",""0"",""405"",""405"""
"18.07.2018 11:00 - 18.07.2018 12:00,""0"",""0"",""415"",""415"""
"18.07.2018 12:00 - 18.07.2018 13:00,""0"",""0"",""407"",""407"""
"18.07.2018 13:00 - 18.07.2018 14:00,""0"",""0"",""415"",""415"""
"18.07.2018 14:00 - 18.07.2018 15:00,""0"",""0"",""405"",""405"""
"18.07.2018 15:00 - 18.07.2018 16:00,""0"",""0"",""405"",""405"""
"18.07.2018 16:00 - 18.07.2018 17:00,""0"",""0"",""402"",""402"""
"18.07.2018 17:00 - 18.07.2018 18:00,""0"",""0"",""190"",""190"""
"18.07.2018 18:00 - 18.07.2018 19:00,""240"",""245"",""0"",""65"""
"18.07.2018 19:00 - 18.07.2018 20:00,""125"",""177"",""0"",""5"""
"18.07.2018 20:00 - 18.07.2018 21:00,""140"",""300"",""0"",""0"""
"18.07.2018 21:00 - 18.07.2018 22:00,""250"",""430"",""0"",""0"""
"18.07.2018 22:00 - 18.07.2018 23:00,""300"",""554"",""0"",""0"""
"18.07.2018 23:00 - 19.07.2018 00:00,""289"",""289"",""0"",""0"""
"19.07.2018 00:00 - 19.07.2018 01:00,""195"",""467"",""285"",""285"""
"19.07.2018 01:00 - 19.07.2018 02:00,""165"",""255"",""166"",""166"""
"19.07.2018 02:00 - 19.07.2018 03:00,""370"",""534"",""69"",""69"""
"19.07.2018 03:00 - 19.07.2018 04:00,""395"",""495"",""70"",""70"""
"19.07.2018 04:00 - 19.07.2018 05:00,""434"",""529"",""0"",""0"""
"19.07.2018 05:00 - 19.07.2018 06:00,""535"",""641"",""41"",""41"""
"19.07.2018 06:00 - 19.07.2018 07:00,""341"",""477"",""11"",""11"""
"19.07.2018 07:00 - 19.07.2018 08:00,""19"",""99"",""25"",""25"""
"19.07.2018 08:00 - 19.07.2018 09:00,""0"",""0"",""172"",""172"""
"19.07.2018 09:00 - 19.07.2018 10:00,""0"",""0"",""445"",""445"""
"19.07.2018 10:00 - 19.07.2018 11:00,""0"",""0"",""490"",""490"""
"19.07.2018 11:00 - 19.07.2018 12:00,""0"",""0"",""490"",""490"""
"19.07.2018 12:00 - 19.07.2018 13:00,""0"",""0"",""470"",""570"""
"19.07.2018 13:00 - 19.07.2018 14:00,""0"",""0"",""475"",""575"""
"19.07.2018 14:00 - 19.07.2018 15:00,""0"",""0"",""480"",""580"""
"19.07.2018 15:00 - 19.07.2018 16:00,""0"",""0"",""480"",""580"""
"19.07.2018 16:00 - 19.07.2018 17:00,""0"",""52"",""460"",""460"""
"19.07.2018 17:00 - 19.07.2018 18:00,""0"",""70"",""4"",""4"""
"19.07.2018 18:00 - 19.07.2018 19:00,""150"",""216"",""1"",""1"""
"19.07.2018 19:00 - 19.07.2018 20:00,""101"",""121"",""1"",""1"""
"19.07.2018 20:00 - 19.07.2018 21:00,""80"",""80"",""1"",""1"""
"19.07.2018 21:00 - 19.07.2018 22:00,""120"",""120"",""1"",""1"""
"19.07.2018 22:00 - 19.07.2018 23:00,""485"",""485"",""1"",""1"""
"19.07.2018 23:00 - 20.07.2018 00:00,""577"",""577"",""1"",""1"""
"20.07.2018 00:00 - 20.07.2018 01:00,""553"",""653"",""0"",""0"""
"20.07.2018 01:00 - 20.07.2018 02:00,""411"",""411"",""0"",""0"""
"20.07.2018 02:00 - 20.07.2018 03:00,""540"",""640"",""0"",""0"""
"20.07.2018 03:00 - 20.07.2018 04:00,""530"",""630"",""0"",""0"""
"20.07.2018 04:00 - 20.07.2018 05:00,""530"",""630"",""0"",""0"""
"20.07.2018 05:00 - 20.07.2018 06:00,""550"",""650"",""0"",""0"""
"20.07.2018 06:00 - 20.07.2018 07:00,""374"",""374"",""0"",""0"""
"20.07.2018 07:00 - 20.07.2018 08:00,""75"",""75"",""0"",""0"""
"20.07.2018 08:00 - 20.07.2018 09:00,""25"",""25"",""76"",""76"""
"20.07.2018 09:00 - 20.07.2018 10:00,""0"",""0"",""263"",""263"""
"20.07.2018 10:00 - 20.07.2018 11:00,""0"",""0"",""402"",""402"""
"20.07.2018 11:00 - 20.07.2018 12:00,""0"",""0"",""460"",""460"""
"20.07.2018 12:00 - 20.07.2018 13:00,""0"",""0"",""465"",""665"""
"20.07.2018 13:00 - 20.07.2018 14:00,""0"",""0"",""440"",""640"""
"20.07.2018 14:00 - 20.07.2018 15:00,""0"",""0"",""420"",""520"""
"20.07.2018 15:00 - 20.07.2018 16:00,""0"",""0"",""427"",""527"""
